Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Age Group,Average Purchase Amount,Recency,Total Spending,Value Score
1597,42,Male,Jewelry,Accessories,30,Mississippi,S,Pink,Fall,4.7,No,Bank Transfer,Store Pickup,Yes,Yes,15,Debit Card,Monthly,35-44,1.875,15,480,8.8125
1598,43,Male,Hat,Accessories,21,Mississippi,XL,Maroon,Winter,2.6,No,Debit Card,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly,35-44,0.6,34,735,1.56
1599,47,Male,Jewelry,Accessories,85,California,M,Teal,Fall,4.1,No,Credit Card,Express,Yes,Yes,21,Venmo,Bi-Weekly,44-52,3.8636363636363638,21,1870,15.84090909090909
1600,48,Male,Shirt,Clothing,54,Delaware,M,Orange,Winter,2.8,No,Venmo,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly,44-52,2.347826086956522,22,1242,6.573913043478261
1601,20,Male,Boots,Footwear,26,Montana,S,Yellow,Spring,4.7,No,PayPal,Next Day Air,Yes,Yes,24,PayPal,Weekly,18-26,1.04,24,650,4.888000000000001
1602,65,Male,Shirt,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Venmo,Store Pickup,Yes,Yes,33,Credit Card,Monthly,61-70,1.7352941176470589,33,2006,5.0323529411764705
1603,54,Male,Sunglasses,Accessories,48,West Virginia,S,Charcoal,Winter,2.8,No,Credit Card,Free Shipping,Yes,Yes,13,Venmo,Fortnightly,52-61,3.4285714285714284,13,672,9.6
1604,23,Male,Shorts,Clothing,98,Iowa,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly,18-26,5.444444444444445,17,1764,23.41111111111111
1605,18,Male,Sweater,Clothing,92,Maine,M,White,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months,18-26,3.5384615384615383,25,2392,16.984615384615385
1606,70,Male,Belt,Accessories,46,Connecticut,M,Lavender,Winter,3.4,No,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Bi-Weekly,61-70,2.875,15,736,9.775
1607,55,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,No,Debit Card,Standard,Yes,Yes,4,PayPal,Fortnightly,52-61,4.2,4,105,18.06
1608,49,Male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Quarterly,44-52,1.6363636363636365,43,3168,4.418181818181819
1609,26,Male,Sandals,Footwear,58,Nebraska,XL,Cyan,Fall,4.6,No,Cash,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly,18-26,4.461538461538462,12,754,20.52307692307692
1610,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3,Venmo,Monthly,26-35,23.25,3,372,95.32499999999999
1611,20,Male,Socks,Clothing,31,Tennessee,L,Purple,Spring,3.4,No,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Annually,18-26,15.5,1,62,52.699999999999996
1612,41,Male,Pants,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,PayPal,Next Day Air,Yes,Yes,6,Debit Card,Monthly,35-44,3.7142857142857144,6,182,16.714285714285715
1613,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Bank Transfer,Standard,Yes,Yes,26,Venmo,Monthly,18-26,2.5185185185185186,26,1836,11.081481481481482
1614,26,Male,Jewelry,Accessories,31,Illinois,S,Black,Summer,4.0,No,Credit Card,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly,18-26,4.428571428571429,6,217,17.714285714285715
1615,30,Male,T-shirt,Clothing,41,Kansas,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly,26-35,1.7826086956521738,22,943,6.0608695652173905
1616,64,Male,Jewelry,Accessories,62,New York,M,Indigo,Fall,3.2,No,PayPal,Standard,Yes,Yes,45,Cash,Bi-Weekly,61-70,1.3478260869565217,45,2852,4.3130434782608695
1617,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Bank Transfer,Standard,Yes,Yes,50,Cash,Quarterly,18-26,0.803921568627451,50,2091,2.7333333333333334
1618,43,Male,Blouse,Clothing,64,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50,Credit Card,Fortnightly,35-44,1.2549019607843137,50,3264,5.3960784313725485
1619,63,Male,Sandals,Footwear,72,Michigan,L,Purple,Summer,5.0,No,Venmo,Standard,Yes,Yes,39,Debit Card,Quarterly,61-70,1.8,39,2880,9.0
1620,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Cash,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly,52-61,1.5294117647058822,50,3978,5.352941176470588
1621,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months,18-26,1.6785714285714286,27,1316,5.203571428571429
1622,68,Male,Scarf,Accessories,46,Ohio,L,Gray,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly,61-70,1.1794871794871795,38,1794,4.6
1623,31,Male,Shorts,Clothing,43,Missouri,S,Brown,Winter,4.0,No,PayPal,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months,26-35,1.131578947368421,37,1634,4.526315789473684
1624,64,Male,Backpack,Accessories,58,Indiana,M,Cyan,Summer,3.5,No,Venmo,Next Day Air,Yes,Yes,50,Debit Card,Annually,61-70,1.1372549019607843,50,2958,3.980392156862745
1625,38,Male,Sweater,Clothing,32,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months,35-44,0.7804878048780488,40,1312,2.809756097560976
1626,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3.0,No,PayPal,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly,26-35,11.25,3,180,33.75
1627,32,Male,Sneakers,Footwear,35,Nevada,L,Orange,Summer,2.6,No,Bank Transfer,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,26-35,0.7608695652173914,45,1610,1.9782608695652175
1628,69,Male,Sunglasses,Accessories,21,Maine,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8,Credit Card,Annually,61-70,2.3333333333333335,8,189,6.766666666666667
1629,45,Male,Dress,Clothing,64,Massachusetts,S,Teal,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,7,Cash,Monthly,44-52,8.0,7,512,24.8
1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13,Venmo,Quarterly,26-35,6.285714285714286,13,1232,20.74285714285714
1631,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Debit Card,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months,61-70,1.6,29,1440,4.64
1632,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly,61-70,4.5,7,288,17.55
1633,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,26-35,0.5490196078431373,50,1428,2.5803921568627453
1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,52-61,2.3529411764705883,33,2720,10.352941176470589
1635,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Debit Card,Store Pickup,Yes,Yes,30,Cash,Every 3 Months,26-35,0.7419354838709677,30,713,2.670967741935484
1636,68,Male,Sunglasses,Accessories,24,North Carolina,L,Violet,Summer,3.2,No,Cash,Standard,Yes,Yes,40,Cash,Annually,61-70,0.5853658536585366,40,984,1.873170731707317
1637,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4.0,No,Credit Card,Free Shipping,Yes,Yes,49,Cash,Fortnightly,52-61,0.44,49,1100,1.76
1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Bank Transfer,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,26-35,0.6363636363636364,32,693,2.227272727272727
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18,Venmo,Weekly,61-70,2.6842105263157894,18,969,12.34736842105263
1640,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,50,PayPal,Annually,35-44,1.2745098039215685,50,3315,4.205882352941176
1641,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4.0,No,Debit Card,2-Day Shipping,Yes,Yes,13,PayPal,Weekly,61-70,3.642857142857143,13,714,14.571428571428571
1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months,44-52,16.0,1,64,54.4
1643,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,16,PayPal,Fortnightly,18-26,4.117647058823529,16,1190,17.294117647058822
1644,38,Male,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6,PayPal,Monthly,35-44,11.0,6,539,42.9
1645,68,Male,Coat,Outerwear,90,North Carolina,S,Beige,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Monthly,61-70,4.090909090909091,21,1980,15.954545454545453
1646,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,36,Venmo,Every 3 Months,52-61,0.972972972972973,36,1332,2.7243243243243245
1647,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months,52-61,3.6666666666666665,20,1617,13.566666666666666
1648,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,26-35,8.666666666666666,8,702,42.46666666666667
1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly,35-44,3.0,22,1587,7.800000000000001
1650,58,Male,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,52-61,15.75,3,252,77.17500000000001
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly,52-61,0.7659574468085106,46,1692,2.604255319148936
1652,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42,Debit Card,Monthly,52-61,1.8604651162790697,42,3440,7.255813953488372
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,No,Cash,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,61-70,17.5,1,70,70.0
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,No,Venmo,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly,26-35,3.1,29,2790,9.3
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Quarterly,35-44,1.6666666666666667,14,375,4.333333333333334
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly,35-44,16.2,4,405,51.84
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months,18-26,1.0,41,1764,2.6
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly,61-70,7.2,4,180,23.040000000000003
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,47,Cash,Weekly,26-35,1.375,47,3168,5.637499999999999
1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,44,Venmo,Annually,52-61,0.8222222222222222,44,1665,3.2066666666666666
1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37,Venmo,Monthly,52-61,1.1842105263157894,37,1710,4.855263157894736
1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly,61-70,3.909090909090909,21,1892,10.554545454545455
1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly,61-70,0.5106382978723404,46,1128,2.348936170212766
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1,Cash,Bi-Weekly,35-44,11.0,1,44,38.5
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,No,PayPal,Next Day Air,Yes,Yes,35,PayPal,Weekly,18-26,1.4722222222222223,35,1908,7.361111111111112
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly,35-44,0.82,49,2050,2.788
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47,PayPal,Annually,44-52,1.3333333333333333,47,3072,4.133333333333333
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months,44-52,1.6,24,1000,5.44
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly,61-70,1.1379310344827587,28,957,4.551724137931035
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly,35-44,2.5652173913043477,22,1357,6.926086956521739
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20,Cash,Weekly,18-26,3.4761904761904763,20,1533,12.514285714285714
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,No,PayPal,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly,26-35,0.8461538461538461,25,572,3.3846153846153846
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,15,Venmo,Quarterly,18-26,4.5625,15,1168,17.3375
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,18-26,1.24,49,3100,4.216
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,26-35,5.090909090909091,10,616,16.290909090909093
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21,Credit Card,Annually,26-35,4.090909090909091,21,1980,19.227272727272727
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,26-35,1.2571428571428571,34,1540,3.8971428571428572
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41,Debit Card,Weekly,61-70,0.8333333333333334,41,1470,2.75
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30,Venmo,Fortnightly,35-44,2.2903225806451615,30,2201,10.993548387096775
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly,52-61,2.08,24,1300,9.36
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,6,Credit Card,Annually,52-61,5.285714285714286,6,259,17.97142857142857
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,Cash,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,18-26,6.333333333333333,14,1425,23.433333333333334
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,61-70,2.5526315789473686,37,3686,12.507894736842108
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,37,Venmo,Quarterly,18-26,1.5,37,2166,5.25
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28,PayPal,Weekly,26-35,3.206896551724138,28,2697,14.751724137931033
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43,PayPal,Bi-Weekly,26-35,1.0909090909090908,43,2112,5.018181818181818
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,25,Cash,Annually,18-26,2.8846153846153846,25,1950,12.115384615384615
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4,PayPal,Annually,61-70,14.0,4,350,51.800000000000004
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,No,Credit Card,Next Day Air,No,No,13,Venmo,Fortnightly,26-35,1.8571428571428572,13,364,5.571428571428571
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Monthly,26-35,2.212121212121212,32,2409,10.175757575757574
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Cash,Free Shipping,No,No,1,Cash,Annually,35-44,15.0,1,60,48.0
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually,61-70,12.2,4,305,42.699999999999996
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33,Cash,Bi-Weekly,52-61,2.2058823529411766,33,2550,5.73529411764706
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly,61-70,1.9130434782608696,45,4048,9.373913043478263
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly,18-26,3.1904761904761907,20,1407,8.614285714285716
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1,PayPal,Fortnightly,52-61,47.5,1,190,223.25
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,7,Credit Card,Bi-Weekly,26-35,8.625,7,552,34.5
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Every 3 Months,35-44,1.7755102040816326,48,4263,6.214285714285714
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,46,Bank Transfer,Quarterly,18-26,0.8723404255319149,46,1927,4.187234042553191
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,34,Debit Card,Annually,18-26,1.9142857142857144,34,2345,7.6571428571428575
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36,Bank Transfer,Monthly,61-70,1.8918918918918919,36,2590,7.756756756756756
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,PayPal,Next Day Air,No,No,44,Debit Card,Every 3 Months,61-70,0.9111111111111111,44,1845,3.462222222222222
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Debit Card,Express,No,No,48,Bank Transfer,Weekly,52-61,1.6938775510204083,48,4067,8.46938775510204
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Venmo,Next Day Air,No,No,12,Bank Transfer,Annually,35-44,1.6923076923076923,12,286,6.769230769230769
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,19,Cash,Every 3 Months,52-61,1.0,19,400,3.9
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,35-44,0.58,49,1450,1.9719999999999998
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Credit Card,Standard,No,No,25,Venmo,Fortnightly,35-44,3.3461538461538463,25,2262,10.038461538461538
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25,Cash,Bi-Weekly,18-26,3.1153846153846154,25,2106,15.265384615384617
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Bank Transfer,Express,No,No,1,Credit Card,Quarterly,26-35,29.0,1,116,92.80000000000001
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19,Bank Transfer,Annually,44-52,4.15,19,1660,15.770000000000001
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7,Credit Card,Quarterly,18-26,7.375,7,472,28.025
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly,18-26,4.65,19,1860,21.855000000000004
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly,61-70,8.7,9,870,33.059999999999995
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37,PayPal,Quarterly,44-52,0.5789473684210527,37,836,2.663157894736842
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Cash,Monthly,26-35,4.4375,15,1136,19.525000000000002
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,PayPal,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,18-26,2.225806451612903,30,2139,7.56774193548387
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Venmo,Standard,No,No,30,Cash,Every 3 Months,61-70,1.5161290322580645,30,1457,7.125806451612903
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Cash,Express,No,No,16,Debit Card,Bi-Weekly,26-35,2.9411764705882355,16,850,8.529411764705882
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,Cash,2-Day Shipping,No,No,14,PayPal,Every 3 Months,52-61,6.4,14,1440,21.76
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly,44-52,4.333333333333333,8,351,13.866666666666667
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Cash,Express,No,No,40,Debit Card,Bi-Weekly,18-26,2.048780487804878,40,3444,5.736585365853658
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Venmo,Free Shipping,No,No,24,Credit Card,Monthly,26-35,1.12,24,700,4.816
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Cash,Standard,No,No,14,Cash,Fortnightly,44-52,3.4,14,765,11.219999999999999
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Bank Transfer,Standard,No,No,39,PayPal,Annually,61-70,0.5,39,800,1.65
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,PayPal,Free Shipping,No,No,21,PayPal,Weekly,35-44,3.272727272727273,21,1584,10.8
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,No,Cash,Next Day Air,No,No,32,Venmo,Quarterly,44-52,1.0,32,1089,3.0
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,No,Credit Card,Express,No,No,45,Debit Card,Weekly,52-61,0.6086956521739131,45,1288,1.7043478260869565
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,No,Credit Card,Express,No,No,19,PayPal,Monthly,44-52,2.65,19,1060,10.6
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Debit Card,Express,No,No,1,Debit Card,Every 3 Months,18-26,24.0,1,96,103.19999999999999
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Venmo,Store Pickup,No,No,12,Venmo,Fortnightly,44-52,1.6153846153846154,12,273,6.138461538461538
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Cash,Free Shipping,No,No,26,Credit Card,Weekly,18-26,0.8148148148148148,26,594,3.422222222222222
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Debit Card,Next Day Air,No,No,12,Cash,Monthly,18-26,6.6923076923076925,12,1131,20.74615384615385
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Cash,Free Shipping,No,No,36,Cash,Every 3 Months,44-52,1.3513513513513513,36,1850,3.5135135135135136
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Bank Transfer,Express,No,No,22,Credit Card,Annually,61-70,3.6956521739130435,22,1955,12.565217391304348
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Credit Card,Next Day Air,No,No,16,PayPal,Quarterly,26-35,5.764705882352941,16,1666,17.870588235294118
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Debit Card,Express,No,No,31,Venmo,Annually,52-61,1.0625,31,1088,3.825
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,Cash,2-Day Shipping,No,No,43,Cash,Quarterly,52-61,1.3863636363636365,43,2684,3.604545454545455
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Bank Transfer,Store Pickup,No,No,50,Venmo,Bi-Weekly,35-44,1.9215686274509804,50,4998,8.070588235294117
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,PayPal,2-Day Shipping,No,No,37,Credit Card,Weekly,52-61,1.605263157894737,37,2318,4.655263157894737
